reviewer_id,store_name,category,store_address,latitude,longitude,rating_count,review_time,review,rating,processed_review_basic,rating_numeric,rating_numerical,state,Topic
16148,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",a year ago,Excellent ,5 stars,excellent ,5,5.0,TX,6
10773,McDonald's,Fast food restaurant,"1650 Washington Ave, Miami Beach, FL 33139, United States",25.7902955,-80.1320774,"4,922",3 years ago,This location is always good....because its in the heart of tourist location the food is always fresh and hot. Its now a hang out spot all the tourist and locals and decor is nice. They have soo much seating and its really spacious. Ive been ordering the same thing for years. The quarter pounder with Mac sauceï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,5 stars,location always good....because heart tourist location food always fresh hot. hang spot tourist local decor nice. soo much seating really spacious. ive ordering thing years. quarter pounder mac sauce ,5,5.0,FL,3
22096,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",4 years ago,The Best of the Best,5 stars,best best,5,5.0,NV,5
28211,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",6 years ago,For pure volume pretty darn efficient. Clean too all things considered.Use auto order screens. Faster. Didn't try drive thru,4 stars,pure volume pretty darn efficient. clean thing considered.use auto order screens. faster. try drive thru,4,4.0,FL,6
7108,McDonald's,Fast food restaurant,"550 Lawrence Expy, Sunnyvale, CA 94086, United States",37.3854949,-121.9954211,"1,562",11 months ago,"Contrary to the google page, this place is NOT open 24 hours. Cut off time is 2am.",1 star,contrary google page place open 24 hours. cut time 2am.,1,1.0,CA,6
14865,McDonald's,Fast food restaurant,"111 Madison St, Oak Park, IL 60302, United States",41.8796564,-87.7779131,"1,454",2 years ago,Manager very unprofessional period I see why they always need help know one want to work under her,1 star,manager unprofessional period see always need help know one want work,1,1.0,IL,1
7627,McDonald's,Fast food restaurant,"550 Lawrence Expy, Sunnyvale, CA 94086, United States",37.3854949,-121.9954211,"1,562",4 years ago,"35 minutes in line just to order, the line was all the way to the parking lot ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",1 star,35 minute line order line way parking lot ,1,1.0,CA,6
1594,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",7 years ago,Neutral,3 stars,neutral,3,3.0,PA,1
28406,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",a month ago,Loved it,5 stars,loved,5,5.0,FL,3
5524,McDonald's,Fast food restaurant,"5920 Balboa Ave, San Diego, CA 92111, United States",32.8206541,-117.1780115,550,3 years ago,great crews,5 stars,great crew,5,5.0,CA,1
18236,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,2 years ago,"Places was small and overloaded, was given the wring drinks due to not having propper amounts of staff. The Terminals were all also down. One good thing the food was hot tastey and bathrooms were open",3 stars,place small overloaded given wring drink due propper amount staff. terminal also down. one good thing food hot tastey bathroom open,3,3.0,TX,4
30943,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",3 years ago,This is a very busy McDonald's there is some wait here even through the drive through,4 stars,busy mcdonald's wait even drive,4,4.0,FL,0
22850,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",4 days ago,Messed up order completely  and parking lot over run with drug addicts,3 stars,messed order completely parking lot run drug addict,3,3.0,FL,4
21222,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",a year ago,Very slow and poorly run store. Has potential to be a great location with great profits. But the management is horrid and help is not helpful and pretty much hasn't clue on what is going on. Ordering takes for ever and food even longer.,2 stars,slow poorly run store. potential great location great profits. management horrid help helpful pretty much clue going on. ordering take ever food even longer.,2,2.0,NV,5
18843,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,5 years ago,Poor ,2 stars,poor ,2,2.0,TX,7
1843,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",3 days ago,"Large fry half full
No straw
Cold food even though it was the fastest delivery of my life",1 star,large fry half full straw cold food even though fastest delivery life,1,1.0,NY,3
11679,McDonald's,Fast food restaurant,"1121 Garnet Ave, San Diego, CA 92109, United States",32.7976607,-117.2494697,"1,159",5 years ago,Forgot the bacon on my mcdouble,2 stars,forgot bacon mcdouble,2,2.0,CA,3
25242,McDonald's,Fast food restaurant,"7010 Bradlick Shopping Center, Annandale, VA 22003, United States",38.8128231,-77.1850548,595,4 years ago,Neutral,3 stars,neutral,3,3.0,VA,1
17802,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,2 years ago,Good ,4 stars,good ,4,4.0,NJ,5
28815,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",3 years ago,"Ordered 2 fillet o fish sandwiches after not having McDonald's for  months, ordered Xtra cheese got extra tarter instead. Had it remade got no tarter no extra cheese again. This is why ppl  are mad you make such a high wage. :(",2 stars,ordered 2 fillet fish sandwich mcdonald's month ordered xtra cheese got extra tarter instead. remade got tarter extra cheese again. ppl mad make high wage. ,2,2.0,FL,3
16403,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",2 years ago,"I was there this morning at 10:00 a.m., thinking about ordering breakfast and coffee. The woman on the intercom wasn't really friendly and did not explain to me why they were not serving breakfast at this time. I thought breakfast was served throughout the day no matter what but I guess I was wrong. I've never had an issue with this McDonald's but this was a first and disappointing",1 star,morning 10 00 a.m. thinking ordering breakfast coffee. woman intercom really friendly explain serving breakfast time. thought breakfast served throughout day matter guess wrong. i've never issue mcdonald's first disappointing,1,1.0,CA,5
6122,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",6 months ago,"I like it service good , it's. Cheaper the most of the places around, lol ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",3 stars,like service good it's. cheaper place around lol ,3,3.0,NY,4
224,McDonald's,Fast food restaurant,"13749 US-183 Hwy, Austin, TX 78750, United States",30.4607176,-97.7928744,"1,240",a year ago,"Don't go here, don't go here, don't go here.  This place is just a mess to keep it short.  Avoid the hastle",1 star,go go go here. place mess keep short. avoid hastle,1,1.0,TX,4
15910,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",4 years ago,No ice cream.... yeah sure,1 star,ice cream.... yeah sure,1,1.0,TX,1
2450,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",9 years ago,They always give me the wrong salad...,2 stars,always give wrong salad...,2,2.0,NY,4
11220,McDonald's,Fast food restaurant,"1121 Garnet Ave, San Diego, CA 92109, United States",32.7976607,-117.2494697,"1,159",2 days ago,"This was the worst place that I have ever been to McDonald's is a joke. I remember when this place actually care about what they make, and since when did they take the pickles off the Hamburger",1 star,worst place ever mcdonald's joke. remember place actually care make since take pickle hamburger,1,1.0,CA,0
24531,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,466",5 years ago,"If I could give this less than 1 star I absolutely would! I spent 30 minutes in line just to get 2 meals and 2 ice creams for my kids. Waited 15 minutes just to pay and another 15+ to get our food. Will NEVER recommend this location to anyone. The sad part, I didn't have high expectations because it was late on a Saturday night and all of the theme parks were letting out and even my low expectations were shattered.",1 star,could give le 1 star absolutely would spent 30 minute line get 2 meal 2 ice cream kids. waited 15 minute pay another 15 get food. never recommend location anyone. sad part high expectation late saturday night theme park letting even low expectation shattered.,1,1.0,FL,6
30051,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",2 years ago,"Unbelievably SLOW. I ordered 2 cheese burgers and 1 frappe. They took almost 30 minutes to get our food. When they finally came to give us food the employee gave us the wrong food and had the BIGGEST attitude when I said the order was wrong. DONT COME HERE IF YOU WANT FAST FOOD ITS MORE LIKE SLOW FOOD. Donï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t recommend horrible will not return again.
Another thing is put cheese burgers were cold and dry! The frappes werenï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",1 star,unbelievably slow. ordered 2 cheese burger 1 frappe. took almost 30 minute get food. finally came give u food employee gave u wrong food biggest attitude said order wrong. dont come want fast food like slow food. recommend horrible return again. another thing put cheese burger cold dry frappe ,1,1.0,FL,4
18350,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,4 years ago,Keep up the good work. The food was hot and fresh. Super impressed with this facility.,5 stars,keep good work. food hot fresh. super impressed facility.,5,5.0,TX,0
25196,McDonald's,Fast food restaurant,"7010 Bradlick Shopping Center, Annandale, VA 22003, United States",38.8128231,-77.1850548,595,3 years ago,Neutral,3 stars,neutral,3,3.0,VA,1
31532,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",4 years ago,"This McDonald's is slow and they're always messing up your order..you go through the drive for fast service, only to have to wait 10 to 15 minutes for your food...AFTER you've already waited 10 minutes in line to pay..its ridiculous..",1 star,mcdonald's slow they're always messing order..you go drive fast service wait 10 15 minute food...after already waited 10 minute line pay..its ridiculous..,1,1.0,TX,6
30545,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",4 years ago,"Slooooooooowest McDonald's I've ever been to.  Seriously we waited in the drivethru for probably 10 minutes for a happy meal and some chicken nuggets- and, no, they were not fresh as they were old and cool to touch.",1 star,slooooooooowest mcdonald's i've ever to. seriously waited drivethru probably 10 minute happy meal chicken nugget fresh old cool touch.,1,1.0,FL,6
10255,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",4 months ago,Good Big Mac and fries.,5 stars,good big mac fries.,5,5.0,CA,3
27050,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,794",4 years ago,Loud obxious mgrs screaming out orders,1 star,loud obxious mgrs screaming order,1,1.0,CA,4
20544,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,4 years ago,This place was craze.. The rest rooms were very dirty... Gross.. Needed to be clean..,3 stars,place craze.. rest room dirty... gross.. needed clean..,3,3.0,TX,1
30645,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",2 years ago,Bad food. Bad service. Very slow. 20+ minutes to get order after paying.,1 star,bad food. bad service. slow. 20 minute get order paying.,1,1.0,FL,6
25287,McDonald's,Fast food restaurant,"7010 Bradlick Shopping Center, Annandale, VA 22003, United States",38.8128231,-77.1850548,595,4 years ago,Excellent ,5 stars,excellent ,5,5.0,VA,6
15793,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",2 years ago,Good place for a quick lunch bar snack.,4 stars,good place quick lunch bar snack.,4,4.0,TX,5
17118,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",4 years ago,Excellent ,5 stars,excellent ,5,5.0,CA,6
27161,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,794",3 years ago,Great place to eat,5 stars,great place eat,5,5.0,CA,5
9183,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",2 years ago,Very lazy and not willing to help with any questions ans the manager doesn't have time to talk about an issue I was wanting to talk about.,1 star,lazy willing help question an manager time talk issue wanting talk about.,1,1.0,UT,3
19057,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,4 years ago,Neutral,3 stars,neutral,3,3.0,TX,1
16445,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",5 years ago,"Stopped here on the way to LA. Every employee i talked to had TERRIBLE customer service. Everyone there looks miserable. I heard a man ask to enter the mens restroom to just wash his hands while they were cleaning, the person cleaning refused and then he asked the lady at the register if he could ask the person cleaning to let him inside the restroom and she told him to go to the womens restroom with a huge attitude! Really rude workers.",1 star,stopped way la. every employee talked terrible customer service. everyone look miserable. heard man ask enter men restroom wash hand cleaning person cleaning refused asked lady register could ask person cleaning let inside restroom told go woman restroom huge attitude really rude workers.,1,1.0,CA,2
20038,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",4 years ago,Neutral,3 stars,neutral,3,3.0,NJ,1
17233,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,2 months ago,"Wow 24 hrs BUT Wednesday night 9:30pm on 4/12/23 and no sign posted, despite what the manager insisted she was given a very small sign to display. Nope no sign nothing but a bunch a kids inside laughing it up at the line of paying customers who waited almost 20 minutes before a good customer let everyone else know. He actually was nice enough to knock on there window and ask.",3 stars,wow 24 hr wednesday night 9 30pm 4 12 23 sign posted despite manager insisted given small sign display. nope sign nothing bunch kid inside laughing line paying customer waited almost 20 minute good customer let everyone else know. actually nice enough knock window ask.,3,3.0,NJ,6
19319,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",a year ago,Worst employees I guess it was manager at night shift very rude not surprised why people are giving negative reviews,1 star,worst employee guess manager night shift rude surprised people giving negative review,1,1.0,NJ,2
11222,McDonald's,Fast food restaurant,"1121 Garnet Ave, San Diego, CA 92109, United States",32.7976607,-117.2494697,"1,159",5 months ago,"They used to take EBT here, and now they don't.  If they got the EBT machine back in there, I'd probably bump the review up to 3 stars, but they also got my order wrong today, and I've seen them treat local transients pretty poorly.  Even one guy who said he offered to buy a homeless man food without being prompted and stated that the staff kicked the homeless guy out because they thought he asked the man for the food and he said that he left and refuses to go back.",1 star,used take ebt don't. got ebt machine back i'd probably bump review 3 star also got order wrong today i've seen treat local transient pretty poorly. even one guy said offered buy homeless man food without prompted stated staff kicked homeless guy thought asked man food said left refuse go back.,1,1.0,CA,2
23779,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,617",2 years ago,"I order 10 pieces of nuggets for my pregnant wife, when we got home to eat not only was it missing 2 nuggets BUT THERE WAS HAIR IN HER NUGGETS AS WELL!",1 star,order 10 piece nugget pregnant wife got home eat missing 2 nugget hair nugget well ,1,1.0,FL,3
9226,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",6 years ago,Im glad that they have kind spanish speaking people here when my family visited SLC.,5 stars,im glad kind spanish speaking people family visited slc.,5,5.0,UT,7
20441,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,4 years ago,The man behind the counter is out if control. He says inappropriate things. He said something about peeing on himself and getting arrested where all the customers who were eating  could hear.,1 star,man behind counter control. say inappropriate things. said something peeing getting arrested customer eating could hear.,1,1.0,TX,2
6565,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",5 years ago,Poor service had to wait 1 hours for fast food place is a mess and never clean,1 star,poor service wait 1 hour fast food place mess never clean,1,1.0,NY,5
14556,McDonald's,Fast food restaurant,"25200 I-10 Lot 2, San Antonio, TX 78257, United States",29.6762669,-98.6345801,"1,460",3 years ago,One of the better locations,4 stars,one better location,4,4.0,TX,1
6456,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",5 months ago,Dirty! Strange people inside,1 star,dirty strange people inside,1,1.0,NY,3
14989,McDonald's,Fast food restaurant,"111 Madison St, Oak Park, IL 60302, United States",41.8796564,-87.7779131,"1,454",3 years ago,The food wasn't fresh and over cooked,1 star,food fresh cooked,1,1.0,IL,5
9428,McDonald's,Fast food restaurant,"1916 M St NW, Washington, DC 20036, United States",38.9054561,-77.0442355,"1,269",3 years ago,The McDonalds on M Street is newly renovated and spacious.  You place your order on touch screen and take a table number and the food is delivered.  How about that fast food that is that and convenient.  BTW THE MCRIB IS BACK!!!!,4 stars,mcdonalds street newly renovated spacious. place order touch screen take table number food delivered. fast food convenient. btw mcrib back ,4,4.0,DC,0
26746,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,794",4 years ago,"The staff who took our order doesn't have customer service. Very impatient. In fairness he is so quick taking our order and he knows his menu.
Sad that frappe machine doesn't work.
No choice as thia is the only place that's open for breakfast here at universal.",1 star,staff took order customer service. impatient. fairness quick taking order know menu. sad frappe machine work. choice thia place that's open breakfast universal.,1,1.0,CA,1
31530,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",2 years ago,Good staff this restaurant really is a fast food they fast thanks,5 stars,good staff restaurant really fast food fast thanks,5,5.0,TX,5
8891,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",a year ago,"Crazy fast, very efficient, and food was actually somehow fresher than most McDonald's locations.",5 stars,crazy fast efficient food actually somehow fresher mcdonald's locations.,5,5.0,UT,5
4514,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",7 years ago,Rude employees & there are always beggars.,2 stars,rude employee always beggars.,2,2.0,NY,2
24841,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,466",3 years ago,"Great, crew was funny and food was perfect. They never let me down and I'll continue coming here for this crew is amazing",4 stars,great crew funny food perfect. never let i'll continue coming crew amazing,4,4.0,FL,1
13450,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,380",a year ago,Has great deals on all food,5 stars,great deal food,5,5.0,CA,5
20309,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,2 years ago,"Sorry I like McDonald's, but this restaurant is not doing good. Customer service is pitiful the employees are rude and by the way they take your order I don't think they like what they are doing. Also need more manpower too many customers and a very long wait time. And then you get you order now it has to be to go and it does not come with catsup for the fries, 2 napkins fires half way full etc etc. I will think twice before I go back to that restaurant. I really like McDonald's but having those experiences I might stop eating big mac's, fish sandwich, fries, sweet rolls and many other things. If management gets to see my txt I hope next time that I try to go I will have a better experience.",3 stars,sorry like mcdonald's restaurant good. customer service pitiful employee rude way take order think like doing. also need manpower many customer long wait time. get order go come catsup fry 2 napkin fire half way full etc etc. think twice go back restaurant. really like mcdonald's experience might stop eating big mac's fish sandwich fry sweet roll many things. management get see txt hope next time try go better experience.,3,3.0,TX,2
8748,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",5 years ago,"Spent over 20 minutes in line to be told that only serve breakfast at 2am, even though their menu said lunch also.  Then told they were out of almost everything.  Don't waste your time going here at night.  I've gone two separate times and had seriously awful experiences.  Don't go here, there's a Denny's near by, and several gas stations with better service and better food.",1 star,spent 20 minute line told serve breakfast 2am even though menu said lunch also. told almost everything. waste time going night. i've gone two separate time seriously awful experiences. go there's denny's near several gas station better service better food.,1,1.0,UT,6
18436,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,4 years ago,I love it everything is perfect to need to question any thing.,5 stars,love everything perfect need question thing.,5,5.0,TX,7
12669,McDonald's,Fast food restaurant,"501 W Imperial Hwy, Los Angeles, CA 90044, United States",33.9312613,-118.2829548,"2,722",3 years ago,One of the worst McDonald's restaurants  that i ever visited.the air conditioning doesnt work. The service was poor only 1 attendant working the cash register and the line was filled with angry customers who grew inpatient with the workers who worked for that McDonald's,1 star,one worst mcdonald's restaurant ever visited.the air conditioning doesnt work. service poor 1 attendant working cash register line filled angry customer grew inpatient worker worked mcdonald's,1,1.0,CA,4
412,McDonald's,Fast food restaurant,"13749 US-183 Hwy, Austin, TX 78750, United States",30.4607176,-97.7928744,"1,240",5 years ago,Order was wrong an overcharged me.,2 stars,order wrong overcharged me.,2,2.0,TX,4
19236,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",4 years ago,The apple pies here were the worst. It was like biting into a regular apple. The only thing cooked was the outside. The inside was cold and the apples were hard. I went there 12/26/18 to get happy meals for my daughters and their fries were too hard to eat. I won't be going back there. I only went to reward the girls for cleaning their room and helping around the house for 2 weeks. (This was their choice of reward for good behavior),2 stars,apple pie worst. like biting regular apple. thing cooked outside. inside cold apple hard. went 12 26 18 get happy meal daughter fry hard eat. going back there. went reward girl cleaning room helping around house 2 weeks. choice reward good behavior ,2,2.0,NJ,2
17285,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,4 years ago,Excellent new children's play area.  Very inexpensive kids meals.  We were served within 3 minutes of our order going in.  Not a lot of people-kids there which was even better.  Just wish the menu was a little more adult oriented.,4 stars,excellent new children's play area. inexpensive kid meals. served within 3 minute order going in. lot people kid even better. wish menu little adult oriented.,4,4.0,NJ,1
9238,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",4 years ago,Terrible just terrible. Will not be returning cause of the long time to even order my food.,1 star,terrible terrible. returning cause long time even order food.,1,1.0,UT,4
33190,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",5 years ago,Nasty,1 star,nasty,1,1.0,FL,3
20222,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",4 years ago,Good ,4 stars,good ,4,4.0,NJ,5
19729,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",5 years ago,Fast,5 stars,fast,5,5.0,NJ,5
5239,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",4 years ago,Terrible,1 star,terrible,1,1.0,NY,4
19679,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",3 years ago,Bad service,1 star,bad service,1,1.0,NJ,5
8153,McDonald's,Fast food restaurant,"11382 US-441, Orlando, FL 32837, United States",28.3999863,-81.4051029,"1,861",4 years ago,"The new chicken fingers were
great!",3 stars,new chicken finger great ,3,3.0,FL,5
8521,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",5 years ago,"Wow! For starters, the place was trashed. Litteraly every single table was dirty, and the floor need to be swept badly. Had to go up and ask for lids because they had not stocked anything in the lobby. I willing to give places like this a second chance if I see effert... But I saw none from the staff. It was not remotely busy and staff still did virtually nothing to improve the cleanliness of the lobby. Needless to say I will not be returning.",1 star,wow starter place trashed. litteraly every single table dirty floor need swept badly. go ask lid stocked anything lobby. willing give place like second chance see effert... saw none staff. remotely busy staff still virtually nothing improve cleanliness lobby. needle say returning.,1,1.0,UT,4
15339,McDonald's,Fast food restaurant,"111 Madison St, Oak Park, IL 60302, United States",41.8796564,-87.7779131,"1,454",a year ago,Poor ,2 stars,poor ,2,2.0,IL,7
13771,McDonald's,Fast food restaurant,"6875 Sand Lake Rd, Orlando, FL 32819, United States",28.4503866,-81.4714142,"19,671",3 days ago,Food wasnï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t too bad for McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s standards. Atmosphere despite a bit messy itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s interesting since this is the biggest ,2 stars,food bad mcdonald standards. atmosphere despite bit messy interesting since biggest ,2,2.0,FL,5
16729,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",5 years ago,Typical McDonald's. Could be aa bit ccleaner.,4 stars,typical mcdonald's. could aa bit ccleaner.,4,4.0,CA,2
20563,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,4 years ago,Night manager flirting with customers why other people waiting for service,1 star,night manager flirting customer people waiting service,1,1.0,TX,6
15791,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",4 years ago,Always clean and the workers are friendly most of the time.,4 stars,always clean worker friendly time.,4,4.0,TX,5
19745,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",4 years ago,Fast service,5 stars,fast service,5,5.0,NJ,5
1094,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",2 years ago,Fast drive thru. Hot fresh fries.,4 stars,fast drive thru. hot fresh fries.,4,4.0,PA,5
